,Score,Druggability Score,Number of Alpha Spheres,Total SASA,Polar SASA,Apolar SASA,Volume,Mean local hydrophobic density,Mean alpha sphere radius :,Mean alp. sph. solvent access,Apolar alpha sphere proportion,Hydrophobicity score:,Volume score: ,Polarity score:,Charge score :,Proportion of polar atoms: ,Alpha sphere density,Cent. of mass - Alpha Sphere max dist: ,Flexibility,pocket_number,protein
15,-0.025,0.001,32,126.380,88.944,37.436,458.647,10.857,3.918,0.480,0.438,6.917, 3.833, 6, 0,44.000,4.598,9.413,0.776,16,helicase
16,-0.028,0.001,15,81.332,25.781,55.551,311.670,6.000,4.073,0.689,0.467,20.667, 3.500, 2, 1,35.714,3.313,7.936,0.413,17,helicase
17,-0.032,0.003,28,90.789,49.730,41.059,284.075,13.000,3.895,0.555,0.500,25.000, 4.100, 5, 0,45.455,3.259,6.700,0.535,18,helicase
18,-0.042,0.004,20,103.922,33.879,70.042,355.367,10.333,3.794,0.472,0.600,24.750, 4.875, 3, 3,20.000,3.965,8.481,0.685,19,helicase
19,-0.045,0.000,16,57.957,28.974,28.983,155.193,4.000,3.848,0.547,0.312,19.125, 4.250, 5, 1,53.846,2.077,5.483,0.618,20,helicase
20,-0.047,0.003,28,94.666,57.230,37.436,283.088,13.000,3.895,0.555,0.500,25.000, 4.100, 5, 0,45.455,3.258,6.699,0.535,21,helicase
21,-0.049,0.026,24,76.754,19.441,57.313,183.744,21.000,3.778,0.448,0.917,25.818, 3.545, 3, -1,20.000,2.630,5.114,0.777,22,helicase
22,-0.049,0.002,24,76.915,43.102,33.814,165.263,5.000,3.562,0.320,0.250,20.100, 3.800, 5, 0,44.444,2.619,6.498,0.234,23,helicase
23,-0.051,0.028,24,77.382,24.821,52.561,182.731,21.000,3.778,0.448,0.917,25.818, 3.545, 3, -1,20.000,2.630,5.115,0.777,24,helicase
24,-0.053,0.000,47,183.237,119.233,64.004,684.251,5.778,3.989,0.569,0.191,16.850, 4.000, 13, 3,54.762,5.986,12.773,0.609,25,helicase
25,-0.053,0.001,29,145.078,67.790,77.288,513.361,9.333,4.080,0.587,0.517,22.933, 4.067, 10, 1,48.276,5.386,12.470,0.445,26,helicase
26,-0.056,0.004,20,107.091,26.180,80.911,364.498,10.333,3.795,0.473,0.600,24.750, 4.875, 3, 3,20.000,3.965,8.481,0.685,27,helicase
27,-0.061,0.047,32,129.169,12.029,117.140,415.159,7.429,4.064,0.557,0.438,14.833, 3.000, 2, 1,37.931,4.580,14.583,0.434,28,helicase
28,-0.065,0.001,32,131.328,41.964,89.364,471.979,5.714,4.064,0.566,0.219,13.909, 3.909, 6, 1,44.444,4.415,11.558,0.529,29,helicase
29,-0.066,0.003,28,125.155,53.905,71.250,361.404,13.000,3.880,0.388,0.500,46.000, 4.923, 5, 2,37.500,4.291,8.398,0.864,30,helicase
30,-0.071,0.421,39,111.220,8.572,102.648,269.937,31.455,3.731,0.410,0.846,49.636, 4.182, 4, 1,21.429,3.396,7.910,0.721,31,helicase
31,-0.074,0.001,25,92.570,43.058,49.513,295.397,8.000,3.938,0.540,0.360,16.667, 4.000, 6, -1,40.000,3.026,6.765,0.590,32,helicase
32,-0.077,0.000,30,99.647,62.211,37.436,330.610,4.000,3.849,0.488,0.167,17.714, 4.857, 6, 0,50.000,3.095,6.983,0.568,33,helicase
33,-0.077,0.020,20,106.762,24.644,82.119,301.347,15.000,3.953,0.686,0.800,33.714, 4.286, 5, -1,29.167,3.746,10.245,0.406,34,helicase
34,-0.080,0.000,30,100.447,65.425,35.021,321.371,4.000,3.849,0.488,0.167,17.714, 4.857, 6, 0,50.000,3.096,6.984,0.568,35,helicase
35,-0.080,0.001,26,106.897,49.663,57.234,311.582,3.000,3.887,0.522,0.154,19.455, 3.727, 6, 0,50.000,3.473,7.756,0.511,36,helicase
36,-0.086,0.001,25,95.394,39.843,55.551,294.856,8.000,3.938,0.540,0.360,16.667, 4.000, 6, -1,40.000,3.026,6.766,0.590,37,helicase
37,-0.090,0.002,30,74.076,29.394,44.682,220.343,11.000,4.037,0.642,0.400,34.111, 4.333, 3, 1,45.455,1.893,4.579,0.409,38,helicase
38,-0.110,0.001,26,114.266,50.757,63.509,316.119,3.000,3.887,0.522,0.154,19.455, 3.727, 6, 0,50.000,3.473,7.758,0.511,39,helicase
39,-0.114,0.001,33,135.878,69.459,66.420,346.914,1.000,3.856,0.418,0.061,0.909, 4.273, 9, 2,60.870,4.153,9.457,0.542,40,helicase
40,-0.116,0.003,28,137.574,61.494,76.081,369.945,13.000,3.880,0.388,0.500,46.000, 4.923, 5, 2,37.500,4.291,8.399,0.864,41,helicase
41,-0.118,0.000,32,149.101,89.927,59.174,452.245,10.857,3.918,0.480,0.438,6.917, 3.833, 6, 0,44.000,4.598,9.411,0.776,42,helicase
42,-0.118,0.000,27,73.944,40.131,33.814,199.670,1.000,4.104,0.530,0.074,1.333, 4.333, 5, 1,52.941,1.674,4.269,0.632,43,helicase
43,-0.119,0.039,82,247.922,113.875,134.047,781.233,16.129,3.979,0.515,0.378,32.700, 4.200, 8, 3,34.483,6.776,16.428,0.583,44,helicase
44,-0.119,0.000,16,72.252,32.321,39.931,200.262,0.000,4.102,0.506,0.062,7.500, 4.250, 5, 1,46.154,1.893,3.851,0.503,45,helicase
45,-0.121,0.000,16,85.926,53.320,32.606,274.568,0.000,4.122,0.463,0.062,17.000, 5.000, 3, 2,57.143,2.459,5.001,0.943,46,helicase
46,-0.122,0.000,19,84.663,60.511,24.153,203.425,3.000,3.931,0.498,0.211,20.000, 3.429, 3, 0,46.667,2.294,6.762,0.300,47,helicase
47,-0.123,0.001,32,145.828,61.294,84.534,483.417,5.714,4.065,0.566,0.219,13.909, 3.909, 6, 1,44.444,4.415,11.558,0.529,48,helicase
48,-0.128,0.001,30,83.465,31.537,51.928,222.025,11.000,4.037,0.642,0.400,34.111, 4.333, 3, 1,45.455,1.893,4.589,0.409,49,helicase
49,-0.132,0.008,27,106.877,35.469,71.408,267.592,12.714,3.846,0.478,0.519,11.273, 3.364, 6, -2,42.857,2.945,8.178,0.379,50,helicase
50,-0.136,0.000,33,141.416,73.789,67.627,340.757,1.000,3.856,0.418,0.061,0.909, 4.273, 9, 2,60.870,4.153,9.457,0.542,51,helicase
51,-0.142,0.001,78,215.963,119.352,96.610,732.920,8.909,4.067,0.446,0.141,13.636, 3.273, 4, 0,46.809,5.601,16.731,0.447,52,helicase
52,-0.146,0.000,16,78.804,38.794,40.010,199.262,0.000,4.102,0.506,0.062,7.500, 4.250, 5, 1,46.154,1.893,3.850,0.503,53,helicase
53,-0.146,0.350,49,117.557,16.116,101.441,282.086,30.938,4.071,0.519,0.653,17.154, 3.154, 10, -1,29.630,2.651,7.825,0.491,54,helicase
54,-0.150,0.000,27,82.082,53.099,28.983,198.910,1.000,4.105,0.530,0.074,1.333, 4.333, 5, 1,52.941,1.674,4.265,0.632,55,helicase
55,-0.153,0.000,16,93.813,57.584,36.229,287.595,0.000,4.122,0.463,0.062,17.000, 5.000, 3, 2,57.143,2.459,5.003,0.943,56,helicase
56,-0.155,0.022,29,104.501,13.929,90.572,266.168,18.000,4.140,0.507,0.655,52.727, 4.091, 4, 0,35.000,2.548,6.460,0.383,57,helicase
57,-0.155,0.000,15,78.071,34.597,43.475,180.691,8.000,4.003,0.622,0.600,50.200, 4.600, 2, 1,42.857,1.778,3.506,0.622,58,helicase
58,-0.156,0.013,197,673.560,337.681,335.879,2320.058,23.898,3.962,0.474,0.299,-0.356, 3.622, 27, 4,48.000,11.291,28.158,0.595,59,helicase
59,-0.156,0.000,22,92.251,57.230,35.021,237.372,3.000,4.029,0.515,0.182,20.000, 3.429, 3, 0,43.750,2.160,6.735,0.315,60,helicase
60,-0.161,0.023,49,183.322,75.843,107.479,598.435,22.667,4.087,0.590,0.490,25.067, 4.733, 6, 3,42.105,4.966,13.326,0.542,61,helicase
61,-0.176,0.011,28,137.611,53.077,84.534,429.082,12.000,4.140,0.588,0.464,15.583, 4.917, 5, 3,45.833,3.694,10.798,0.520,62,helicase
62,-0.188,0.097,53,187.045,50.425,136.620,522.217,20.929,3.965,0.463,0.528,29.941, 3.882, 9, -2,41.176,4.836,12.193,0.399,63,helicase
63,-0.196,0.024,29,114.457,11.808,102.648,268.053,18.000,4.140,0.507,0.655,52.727, 4.091, 4, 0,35.000,2.546,6.458,0.383,64,helicase
64,-0.198,0.001,24,134.700,77.942,56.759,397.837,10.000,4.296,0.484,0.458,5.889, 3.556, 7, 1,52.174,3.520,7.450,0.963,65,helicase
65,-0.217,0.000,40,211.600,118.613,92.987,687.053,1.500,4.168,0.646,0.100,20.765, 3.941, 9, -1,54.286,5.828,13.889,0.292,66,helicase
66,-0.232,0.044,69,244.442,110.395,134.047,664.726,16.000,3.954,0.464,0.304,19.474, 3.842, 10, 0,45.455,6.242,18.600,0.516,67,helicase
67,-0.232,0.000,28,180.635,103.347,77.288,538.487,3.000,4.176,0.611,0.143,25.923, 4.385, 7, 0,53.846,4.819,8.938,0.278,68,helicase
68,-0.239,0.088,69,246.401,114.770,131.631,678.250,16.000,3.954,0.464,0.304,19.474, 3.842, 10, 0,45.455,6.241,18.598,0.516,69,helicase
69,-0.301,0.001,24,160.356,86.690,73.665,395.045,10.000,4.296,0.484,0.458,5.889, 3.556, 7, 1,52.174,3.520,7.453,0.963,70,helicase
70,-0.361,0.027,197,724.451,365.627,358.824,2288.963,23.898,3.962,0.474,0.299,-0.356, 3.622, 27, 4,48.000,11.291,28.159,0.595,71,helicase
71,-0.610,0.000,130,517.749,271.393,246.356,1720.334,8.000,4.117,0.481,0.177,5.516, 3.742, 19, 2,54.762,8.713,22.657,0.459,72,helicase
72,-0.650,0.000,130,527.731,278.959,248.771,1735.697,8.000,4.117,0.481,0.177,5.516, 3.742, 19, 2,54.762,8.713,22.658,0.459,73,helicase
0,0.188,0.036,32,80.174,46.360,33.814,263.587,12.000,3.908,0.528,0.406,27.857, 5.286, 5, 0,38.095,3.024,7.014,0.406,1,ORF7a
1,0.165,0.829,23,74.803,4.286,70.517,263.639,18.000,3.956,0.701,0.913,66.000, 4.833, 1, 1,23.810,3.462,10.373,0.000,2,ORF7a
2,0.148,0.013,18,58.085,19.441,38.644,245.363,8.000,3.849,0.494,0.500,47.143, 4.429, 4, -1,38.889,2.980,6.281,0.251,3,ORF7a
3,0.094,0.185,27,88.324,36.000,52.324,313.018,18.000,4.167,0.542,0.704,42.200, 5.400, 2, 2,42.105,2.864,6.993,0.000,4,ORF7a
4,0.071,0.027,57,241.866,138.010,103.856,782.595,11.000,4.113,0.493,0.246,24.231, 4.615, 8, 1,46.341,5.824,14.888,0.058,5,ORF7a
5,0.066,0.000,17,83.635,48.614,35.021,215.620,1.000,3.758,0.374,0.118,11.222, 4.333, 7, 1,43.750,3.287,5.916,0.433,6,ORF7a
0,0.596,0.958,130,238.720,56.942,181.778,1427.859,27.633,4.042,0.492,0.462,30.464, 3.929, 16, 2,35.366,8.526,22.348,0.533,1,nsp6
1,0.417,0.031,18,6.038,0.000,6.038,372.276,8.600,3.900,0.597,0.556,2.714, 3.857, 5, 5,40.000,4.464,11.364,0.429,2,nsp6
2,0.315,0.637,32,63.252,0.000,63.252,413.246,24.867,3.858,0.560,0.938,75.455, 4.909, 2, 0,15.385,5.203,12.261,0.451,3,nsp6
3,0.253,0.043,51,83.601,31.515,52.086,525.573,21.120,3.923,0.511,0.490,38.375, 5.500, 5, 2,34.375,4.508,10.893,0.929,4,nsp6
4,0.175,0.010,17,31.170,2.187,28.983,283.401,12.000,4.128,0.751,0.765,32.200, 4.600, 3, 1,23.810,3.023,6.270,0.429,5,nsp6
5,0.166,0.001,15,16.771,1.071,15.699,257.088,2.000,3.913,0.543,0.200,16.000, 4.500, 3, 1,46.154,2.394,6.691,0.824,6,nsp6
6,0.163,0.275,35,48.169,1.071,47.097,226.993,25.000,3.778,0.409,0.743,53.000, 4.600, 5, 1,19.231,2.875,8.030,0.626,7,nsp6
7,0.116,0.100,24,87.152,2.143,85.009,343.030,16.667,3.767,0.518,0.875,68.625, 5.125, 2, 0,28.000,4.517,10.012,0.543,8,nsp6
8,0.115,0.025,21,32.606,0.000,32.606,251.689,18.000,3.981,0.568,0.905,63.857, 4.857, 2, 1,22.222,2.267,4.986,0.429,9,nsp6
9,0.105,0.010,19,33.541,2.143,31.398,178.025,15.000,3.840,0.669,0.842,72.750, 4.500, 1, 0,18.750,2.311,4.634,0.643,10,nsp6
10,0.101,0.025,19,30.717,5.357,25.360,268.048,17.000,3.968,0.547,0.947,71.833, 5.333, 2, 0,31.250,2.116,5.568,0.607,11,nsp6
11,0.090,0.027,16,45.754,1.071,44.682,296.726,15.000,3.943,0.645,1.000,90.800, 5.600, 1, 0,17.647,2.796,7.054,1.000,12,nsp6
12,0.066,0.010,31,102.474,33.481,68.993,450.635,12.143,4.067,0.597,0.452,11.545, 4.636, 8, 2,35.714,4.248,10.419,0.694,13,nsp6
13,0.063,0.001,16,45.961,11.830,34.130,222.778,8.000,3.993,0.533,0.562,66.333, 5.167, 1, 1,50.000,2.517,5.516,0.714,14,nsp6
14,0.045,0.000,24,62.265,33.282,28.983,289.161,8.000,4.170,0.563,0.375,44.375, 4.250, 4, 0,41.176,2.699,7.753,0.429,15,nsp6
15,0.028,0.009,16,68.663,20.358,48.305,278.114,12.000,3.910,0.373,0.812,84.333, 5.500, 2, 0,21.429,3.104,6.123,0.714,16,nsp6
16,-0.013,0.010,18,73.763,8.572,65.192,198.673,10.000,3.841,0.526,0.611,46.286, 4.429, 3, 1,25.000,2.856,7.446,1.000,17,nsp6
17,-0.027,0.014,15,103.370,3.237,100.134,387.195,10.833,4.236,0.786,0.800,69.833, 4.667, 1, 0,26.316,4.123,8.134,0.429,18,nsp6
18,-0.050,0.000,16,58.479,24.666,33.814,211.258,8.000,4.038,0.637,0.562,41.600, 4.200, 1, 0,35.714,1.837,4.447,0.633,19,nsp6
19,-0.056,0.001,23,94.208,28.996,65.212,268.091,9.000,4.034,0.573,0.435,20.571, 4.714, 3, 1,33.333,3.052,6.881,0.429,20,nsp6
20,-0.058,0.000,17,64.224,37.656,26.568,188.368,8.000,3.818,0.496,0.529,31.750, 5.500, 3, 1,35.714,1.945,5.932,0.429,21,nsp6
21,-0.076,0.001,29,105.627,56.114,49.513,323.225,5.000,3.949,0.529,0.207,24.545, 4.273, 5, 1,54.167,3.013,8.284,0.667,22,nsp6
22,-0.076,0.002,15,65.194,9.643,55.551,179.779,7.000,3.805,0.590,0.533,53.000, 3.500, 2, 0,33.333,1.898,5.645,0.429,23,nsp6
23,-0.092,0.030,22,127.808,22.744,105.064,355.530,15.556,3.879,0.410,0.818,38.667, 4.833, 8, 2,30.435,4.084,9.231,0.429,24,nsp6
24,-0.094,0.024,18,94.994,3.214,91.780,263.774,15.000,4.063,0.745,0.889,56.000, 5.000, 1, 1,20.000,2.902,6.687,1.000,25,nsp6
25,-0.096,0.922,50,183.173,3.237,179.937,557.413,33.200,4.056,0.530,0.900,77.071, 4.643, 2, 0,9.091,4.986,12.344,0.411,26,nsp6
26,-0.109,0.626,44,124.135,2.165,121.970,339.927,33.000,3.922,0.543,0.773,69.778, 5.000, 3, 0,17.857,2.878,7.173,0.735,27,nsp6
27,-0.130,0.007,16,68.835,0.000,68.835,142.776,15.000,3.943,0.599,1.000,79.571, 4.429, 1, 0,7.143,1.443,3.207,0.429,28,nsp6
28,-0.137,0.002,16,76.998,11.786,65.212,274.127,11.000,4.052,0.632,0.750,74.286, 5.000, 2, 0,30.769,1.720,5.026,0.560,29,nsp6
29,-0.142,0.051,24,115.736,9.643,106.093,300.419,20.000,3.941,0.494,0.875,78.000, 4.444, 1, 0,20.000,2.991,6.450,0.543,30,nsp6
0,0.888,0.658,249,378.609,193.704,184.905,2321.152,29.176,3.910,0.421,0.341,24.667, 4.644, 28, 2,39.695,10.748,28.798,0.578,1,Guanine-N7
1,0.739,0.985,167,203.619,98.476,105.143,1510.166,35.298,3.870,0.409,0.341,31.242, 4.939, 21, 5,41.304,9.005,23.622,0.600,2,Guanine-N7
2,0.147,0.017,33,39.967,12.924,27.043,190.637,16.000,3.617,0.438,0.515,34.833, 3.583, 6, 1,37.500,3.030,5.994,0.636,3,Guanine-N7
3,0.133,0.019,33,43.708,20.446,23.262,189.688,16.000,3.617,0.438,0.515,34.833, 3.583, 6, 1,37.500,3.030,5.994,0.636,4,Guanine-N7
4,0.124,0.001,23,14.013,4.352,9.661,114.966,5.000,3.545,0.389,0.261,-1.222, 4.000, 7, 2,35.294,1.904,5.113,0.572,5,Guanine-N7
5,0.065,0.004,31,144.916,70.043,74.873,492.744,7.692,3.850,0.534,0.419,3.083, 4.167, 9, 0,46.667,6.377,13.477,0.551,6,Guanine-N7
6,0.062,0.000,18,50.799,29.062,21.737,244.476,4.000,3.949,0.607,0.278,-4.167, 4.000, 5, -1,38.889,2.956,6.348,0.647,7,Guanine-N7
7,0.040,0.002,23,69.842,22.744,47.097,323.602,6.000,3.890,0.572,0.304,21.154, 4.000, 6, 1,50.000,3.370,6.862,0.483,8,Guanine-N7
8,0.038,0.005,17,42.154,11.963,30.191,165.632,12.000,3.593,0.435,0.765,36.667, 5.167, 3, 2,26.667,2.353,5.864,0.938,9,Guanine-N7
9,0.036,0.000,27,39.331,26.047,13.284,141.745,1.000,3.701,0.445,0.074,35.000, 4.714, 4, 0,55.556,1.976,4.484,0.317,10,Guanine-N7
10,0.029,0.000,28,29.484,7.589,21.896,122.037,0.000,3.765,0.485,0.000,14.889, 4.222, 7, 2,52.632,1.450,3.477,0.547,11,Guanine-N7
11,0.021,0.003,31,155.578,61.383,94.195,512.013,7.692,3.850,0.534,0.419,3.083, 4.167, 9, 0,46.667,6.377,13.476,0.551,12,Guanine-N7
12,0.017,0.000,26,114.229,54.976,59.253,468.460,4.286,4.002,0.589,0.269,21.909, 4.364, 5, 2,38.462,4.914,10.843,0.424,13,Guanine-N7
13,0.017,0.000,20,81.695,45.466,36.229,333.455,0.000,4.063,0.554,0.050,18.000, 4.556, 5, -1,55.556,3.772,8.539,0.308,14,Guanine-N7
14,0.017,0.083,32,81.583,23.616,57.966,345.908,23.000,3.904,0.597,0.750,20.333, 4.667, 5, 2,32.143,3.450,8.641,0.736,15,Guanine-N7
15,-0.008,0.007,31,85.265,26.091,59.174,336.325,12.000,3.881,0.627,0.419,12.182, 3.636, 5, -2,34.615,3.315,8.659,0.375,16,Guanine-N7
16,-0.011,0.001,27,83.433,49.619,33.814,313.382,8.000,4.094,0.641,0.333,49.375, 4.625, 3, 0,42.857,3.385,6.797,0.415,17,Guanine-N7
17,-0.015,0.001,25,67.427,33.614,33.814,276.561,8.800,4.053,0.652,0.400,0.167, 4.500, 5, 0,40.000,2.700,7.239,0.563,18,Guanine-N7
18,-0.015,0.069,66,156.495,44.107,112.389,530.683,21.517,3.850,0.565,0.439,26.611, 3.556, 7, 3,42.857,5.278,10.693,0.300,19,Guanine-N7
19,-0.017,0.065,33,101.770,26.897,74.873,383.770,19.143,3.813,0.537,0.636,13.583, 3.750, 8, 1,37.931,3.842,9.266,0.446,20,Guanine-N7
20,-0.018,0.000,28,90.215,46.582,43.633,341.320,0.000,3.991,0.512,0.000,14.100, 4.000, 7, -1,57.143,3.486,7.884,0.369,21,Guanine-N7
21,-0.019,0.047,67,157.589,45.200,112.389,531.383,21.517,3.849,0.563,0.433,26.611, 3.556, 7, 3,42.857,5.263,10.695,0.300,22,Guanine-N7
22,-0.020,0.000,18,71.079,31.227,39.852,249.622,4.000,3.949,0.607,0.278,-4.167, 4.000, 5, -1,38.889,2.956,6.348,0.647,23,Guanine-N7
23,-0.023,0.000,27,53.941,34.619,19.322,140.183,1.000,3.701,0.445,0.074,35.000, 4.714, 4, 0,55.556,1.976,4.487,0.317,24,Guanine-N7
24,-0.024,0.006,43,172.123,97.250,74.873,615.232,15.000,4.003,0.590,0.372,17.389, 5.000, 14, 4,48.649,6.268,14.670,0.494,25,Guanine-N7
25,-0.025,0.006,24,62.313,13.929,48.384,237.211,15.000,4.070,0.625,0.667,38.625, 3.875, 4, -1,33.333,2.392,4.473,0.383,26,Guanine-N7
26,-0.026,0.000,17,70.674,33.237,37.436,253.640,3.000,3.930,0.508,0.235,10.556, 4.667, 6, 1,43.750,2.881,5.766,0.505,27,Guanine-N7
27,-0.027,0.000,17,70.946,31.094,39.852,248.289,3.000,3.930,0.508,0.235,10.556, 4.667, 6, 1,43.750,2.880,5.765,0.505,28,Guanine-N7
28,-0.029,0.002,37,79.760,29.040,50.720,238.839,5.000,3.793,0.390,0.162,21.000, 4.600, 6, 0,39.130,2.815,6.194,0.618,29,Guanine-N7
29,-0.031,0.000,28,89.650,37.722,51.928,316.461,9.000,4.074,0.635,0.357,49.375, 4.625, 3, 0,42.857,3.432,6.795,0.415,30,Guanine-N7
30,-0.032,0.004,31,84.165,41.898,42.267,307.146,12.000,3.927,0.489,0.419,32.000, 4.583, 6, 0,37.500,3.072,8.551,0.401,31,Guanine-N7
31,-0.034,0.027,46,138.253,55.738,82.515,516.912,19.652,3.923,0.469,0.500,41.235, 4.294, 8, 0,31.034,4.678,11.568,0.918,32,Guanine-N7
32,-0.038,0.003,21,78.641,29.129,49.513,275.022,9.000,3.962,0.630,0.476,18.600, 3.900, 3, 1,50.000,2.991,6.855,0.481,33,Guanine-N7
33,-0.041,0.001,19,95.397,38.639,56.759,317.613,3.000,3.885,0.521,0.211,8.125, 3.500, 5, 1,50.000,3.751,9.163,0.356,34,Guanine-N7
34,-0.048,0.000,28,97.842,62.742,35.100,349.362,0.000,3.991,0.512,0.000,14.100, 4.000, 7, -1,57.143,3.486,7.885,0.369,35,Guanine-N7
35,-0.050,0.000,15,79.313,52.745,26.568,273.139,1.000,4.061,0.587,0.133,-15.857, 4.286, 5, 1,43.750,3.047,7.114,0.480,36,Guanine-N7
36,-0.052,0.000,15,44.116,15.133,28.983,102.062,4.000,3.685,0.470,0.333,12.000, 3.667, 4, 1,50.000,1.507,3.371,0.410,37,Guanine-N7
37,-0.056,0.008,34,116.701,43.035,73.665,425.690,12.625,3.880,0.506,0.471,30.000, 4.364, 4, 1,29.630,4.121,12.705,0.415,38,Guanine-N7
38,-0.059,0.006,24,99.361,29.239,70.122,414.650,9.000,3.892,0.603,0.417,24.125, 3.875, 3, 1,26.087,3.573,9.422,0.342,39,Guanine-N7
39,-0.060,0.001,38,93.889,54.038,39.852,248.242,6.000,3.783,0.397,0.184,29.444, 4.778, 5, 1,37.500,3.050,7.568,0.659,40,Guanine-N7
40,-0.060,0.001,19,94.781,42.141,52.641,290.646,6.000,3.930,0.435,0.368,10.875, 2.375, 2, 1,52.941,3.485,7.134,0.677,41,Guanine-N7
41,-0.062,0.001,39,99.224,48.503,50.720,342.788,7.000,4.059,0.451,0.205,38.273, 5.000, 5, 2,52.174,3.203,6.802,0.736,42,Guanine-N7
42,-0.062,0.001,39,99.363,46.228,53.136,348.010,7.000,4.059,0.451,0.205,38.273, 5.000, 5, 2,52.174,3.203,6.803,0.736,43,Guanine-N7
43,-0.062,0.006,31,98.940,43.389,55.551,327.205,12.000,3.881,0.627,0.419,12.182, 3.636, 5, -2,34.615,3.316,8.659,0.375,44,Guanine-N7
44,-0.067,0.001,44,112.940,67.050,45.890,360.964,6.667,3.809,0.458,0.205,7.222, 4.333, 5, 2,40.741,3.553,10.105,0.617,45,Guanine-N7
45,-0.069,0.001,26,135.933,76.760,59.174,470.369,4.286,4.003,0.589,0.269,21.909, 4.364, 5, 2,38.462,4.914,10.844,0.424,46,Guanine-N7
46,-0.070,0.004,27,88.988,44.306,44.682,251.109,14.000,3.823,0.480,0.556,28.250, 4.375, 4, 1,40.000,2.965,6.764,0.501,47,Guanine-N7
47,-0.071,0.001,19,100.207,49.486,50.720,298.310,7.000,3.793,0.566,0.421,30.500, 6.167, 5, 1,36.842,3.640,9.456,0.273,48,Guanine-N7
48,-0.071,0.004,48,124.099,55.264,68.835,354.724,9.833,3.709,0.447,0.250,23.000, 4.000, 6, 1,44.828,3.928,9.419,0.622,49,Guanine-N7
49,-0.072,0.000,20,103.993,68.972,35.021,336.393,0.000,4.063,0.554,0.050,18.000, 4.556, 5, -1,55.556,3.772,8.539,0.308,50,Guanine-N7
50,-0.077,0.000,18,82.574,43.930,38.644,215.847,4.000,3.908,0.481,0.278,5.857, 3.286, 4, 0,53.333,2.841,5.251,0.827,51,Guanine-N7
