,Score,Druggability Score,Number of Alpha Spheres,Total SASA,Polar SASA,Apolar SASA,Volume,Mean local hydrophobic density,Mean alpha sphere radius :,Mean alp. sph. solvent access,Apolar alpha sphere proportion,Hydrophobicity score:,Volume score: ,Polarity score:,Charge score :,Proportion of polar atoms: ,Alpha sphere density,Cent. of mass - Alpha Sphere max dist: ,Flexibility,pocket_number,protein
102,-0.162,0.918,83,206.878,86.115,120.763,562.317,46.885,3.757,0.442,0.627,24.333, 4.000, 11, 0,40.816,5.987,14.613,0.161,103,6u7h
112,-0.187,0.873,83,212.727,67.812,144.915,577.506,46.885,3.757,0.442,0.627,24.333, 4.000, 11, 0,40.816,5.987,14.612,0.160,113,6u7h
0,0.915,0.920,80,16.657,2.165,14.492,599.966,18.690,3.963,0.523,0.363,33.000, 3.143, 4, 0,39.583,5.345,14.313,0.118,1,6w02
1,0.689,0.834,67,8.089,3.259,4.831,370.853,20.545,3.909,0.483,0.328,27.125, 2.875, 3, 1,40.541,3.665,10.679,0.124,2,6w02
1,0.161,0.698,120,268.050,115.730,152.319,879.542,22.298,3.792,0.434,0.392,19.276, 4.172, 15, 3,46.377,7.046,15.595,0.183,2,7btf
3,0.108,0.649,63,132.312,53.816,78.496,411.292,26.552,3.733,0.404,0.460,44.154, 4.154, 5, 1,38.235,4.391,10.407,0.112,4,7btf
66,-0.196,0.798,99,336.794,137.536,199.259,921.026,25.892,3.795,0.411,0.374,14.080, 3.400, 15, 3,46.667,6.833,17.841,0.419,67,7btf
0,0.537,0.757,49,52.558,6.451,46.107,291.313,18.700,3.688,0.464,0.408,28.000, 4.600, 4, 0,32.353,3.171,9.385,0.551,1,6yb7
1,0.315,0.551,39,121.914,41.003,80.911,507.777,18.609,3.852,0.489,0.590,14.357, 3.643, 6, 0,29.032,4.717,9.395,0.371,2,6yb7
0,0.609,0.756,112,184.236,103.325,80.911,1060.401,29.778,3.903,0.469,0.402,8.273, 3.455, 11, -1,47.692,7.367,16.676,0.281,1,6w75
1,0.491,0.816,96,168.299,75.312,92.987,993.092,27.517,3.881,0.503,0.302,7.750, 3.208, 12, -6,46.774,6.614,22.003,0.299,2,6w75
14,0.010,0.803,71,211.540,90.777,120.763,837.218,24.050,4.010,0.526,0.563,10.905, 3.667, 10, -2,38.000,7.454,19.238,0.391,15,6m2n
16,0.000,0.698,95,250.579,106.871,143.708,1101.385,27.400,4.040,0.533,0.526,14.423, 3.808, 13, -1,40.984,7.820,20.994,0.535,17,6m2n
2,0.163,0.744,52,124.960,48.880,76.081,501.993,24.741,3.838,0.429,0.519,32.308, 3.538, 5, 1,39.394,4.827,13.179,0.289,3,6m71
7,0.115,0.829,52,154.578,51.850,102.728,542.118,23.846,3.752,0.495,0.500,24.000, 4.706, 10, 1,41.026,5.154,13.086,0.842,8,6m71
12,0.059,0.664,61,192.005,109.886,82.119,574.775,22.167,4.013,0.525,0.393,3.625, 3.938, 11, 0,40.000,5.899,15.996,0.821,13,6m71
19,0.044,0.623,77,225.422,88.723,136.699,717.742,22.865,3.811,0.472,0.481,18.000, 4.158, 10, 1,42.308,5.892,12.971,0.376,20,6m71
0,0.489,0.546,71,64.154,38.794,25.360,668.411,28.625,3.928,0.503,0.451,11.500, 3.438, 7, -4,47.619,4.750,11.664,0.129,1,6w4h
1,0.086,0.727,97,200.400,59.107,141.292,562.480,25.818,3.799,0.450,0.454,31.227, 4.273, 13, 4,40.000,7.539,17.373,0.080,2,6vsb
54,-0.072,0.750,62,150.009,26.831,123.178,551.927,41.592,3.771,0.460,0.790,41.091, 4.273, 5, 0,28.947,4.552,11.966,0.532,55,6vsb
146,-0.229,0.577,47,150.611,37.093,113.517,446.162,42.591,4.046,0.395,0.936,50.300, 4.800, 4, 0,23.077,3.550,8.722,0.849,147,6vsb
175,-0.369,0.887,173,471.639,178.185,293.454,1352.632,33.143,3.853,0.452,0.364,14.947, 3.947, 19, 1,41.237,9.035,24.108,0.688,176,6vsb
192,-0.609,0.552,281,786.706,345.921,440.785,2501.306,29.820,3.995,0.490,0.356,14.488, 4.000, 27, -1,44.516,12.879,35.254,0.155,193,6vsb
0,0.536,0.938,79,129.568,26.919,102.648,691.450,30.000,3.988,0.521,0.494,27.000, 3.667, 11, 2,36.000,5.940,15.203,0.438,1,6vyo
2,0.511,0.750,82,132.468,64.841,67.627,763.921,23.586,4.005,0.498,0.354,27.300, 3.950, 12, 3,43.137,5.588,14.948,0.361,3,6vyo
25,0.020,0.761,76,217.299,109.820,107.479,968.831,32.564,3.945,0.444,0.513,-8.867, 3.133, 10, -1,44.898,6.427,16.081,0.366,26,6yla
0,0.208,0.534,68,228.848,96.741,132.106,741.554,22.812,3.929,0.439,0.471,28.765, 4.118, 7, 2,40.000,6.851,15.728,0.631,1,6w9q
2,0.101,0.835,58,212.953,77.698,135.254,546.642,24.722,3.948,0.483,0.621,12.733, 3.667, 7, 0,32.500,5.774,15.556,0.565,3,6m2q
3,0.309,0.538,35,14.650,0.000,14.650,278.453,23.000,3.960,0.567,0.686,12.143, 4.571, 5, 2,29.167,2.436,6.071,0.423,4,6y2g
30,-0.054,0.570,118,303.909,103.126,200.783,957.884,49.313,3.768,0.388,0.568,17.308, 4.154, 16, -1,40.299,6.808,16.108,0.426,31,6m0j
7,0.071,0.844,128,265.837,113.676,152.161,892.946,32.562,3.863,0.467,0.500,18.276, 3.793, 15, 3,38.356,7.447,15.763,0.049,8,6vxx
42,-0.050,0.820,127,295.079,130.842,164.237,887.291,32.562,3.862,0.470,0.504,18.276, 3.793, 15, 3,38.356,7.436,15.763,0.049,43,6vxx
62,-0.084,0.874,128,304.188,126.666,177.521,877.856,32.562,3.863,0.467,0.500,18.276, 3.793, 15, 3,38.356,7.447,15.763,0.049,63,6vxx
72,-0.099,0.817,54,213.944,98.012,115.932,645.365,26.667,3.938,0.527,0.556,33.714, 4.286, 6, 0,40.541,7.020,21.299,0.820,73,6vxx
78,-0.108,0.681,54,216.016,90.423,125.593,627.045,26.667,3.938,0.527,0.556,33.714, 4.286, 6, 0,40.541,7.020,21.301,0.820,79,6vxx
121,-0.190,0.526,54,236.138,93.637,142.500,644.329,26.667,3.938,0.527,0.556,33.714, 4.286, 6, 0,40.541,7.020,21.301,0.820,122,6vxx
0,0.420,0.938,216,609.261,231.205,378.056,2298.777,42.907,3.960,0.493,0.449,14.809, 4.000, 30, 0,38.462,16.996,42.326,0.388,1,6lzg
26,0.136,0.638,29,96.039,25.759,70.280,371.688,25.704,3.793,0.592,0.931,35.714, 4.714, 3, 0,23.810,2.963,10.046,0.288,27,6wjt
0,0.257,0.857,83,205.732,65.647,140.085,784.305,36.426,3.978,0.485,0.566,48.789, 4.263, 7, 0,33.333,7.025,17.338,0.750,1,6w41
0,0.348,0.914,98,183.821,49.774,134.047,794.661,24.098,4.028,0.512,0.418,31.500, 3.045, 4, 0,39.655,6.308,16.691,0.045,1,6wcf
0,0.369,0.671,82,181.961,111.919,70.042,762.560,17.760,3.944,0.490,0.305,7.318, 4.000, 15, 0,42.308,6.077,15.217,0.424,1,6vww
26,0.019,0.600,25,94.750,36.784,57.966,236.206,17.895,3.855,0.527,0.760,-14.833, 3.500, 4, 0,45.000,3.195,9.407,0.750,27,6vww
0,0.387,0.795,56,169.723,54.998,114.725,582.395,22.071,3.903,0.504,0.500,7.706, 3.529, 9, -1,43.902,6.319,15.078,0.305,1,6y2e
0,0.433,0.949,87,218.486,72.363,146.123,875.415,24.958,3.904,0.525,0.552,16.625, 3.667, 11, -2,38.596,8.123,21.076,0.331,1,6y2f
0,0.207,0.712,45,82.084,2.143,79.941,302.157,29.070,3.621,0.374,0.956,61.588, 4.412, 3, 0,15.152,5.035,10.616,0.158,1,6m17
1,0.203,0.712,45,83.234,2.165,81.069,311.523,29.070,3.621,0.374,0.956,61.588, 4.412, 3, 0,15.152,5.035,10.616,0.158,2,6m17
4,0.143,0.571,43,67.438,12.858,54.581,322.931,26.714,3.851,0.503,0.651,45.455, 3.909, 4, 0,32.258,3.835,11.038,0.183,5,6m17
8,0.084,0.571,43,81.851,12.858,68.993,327.037,26.714,3.851,0.503,0.651,45.455, 3.909, 4, 0,32.258,3.835,11.038,0.183,9,6m17
30,0.006,0.571,32,130.244,11.897,118.348,445.984,20.000,3.957,0.619,0.844,70.500, 4.750, 2, 0,16.667,5.336,15.352,0.331,31,6m17
59,-0.032,0.550,32,139.448,5.402,134.047,445.842,20.000,3.957,0.619,0.844,70.500, 4.750, 2, 0,16.667,5.336,15.352,0.331,60,6m17
183,-0.480,0.888,92,360.572,148.029,212.543,984.652,33.184,3.908,0.435,0.533,23.429, 4.190, 12, -1,46.429,7.008,18.566,0.715,184,6m17
184,-0.488,0.749,92,362.955,166.111,196.843,962.627,33.184,3.908,0.435,0.533,23.429, 4.190, 12, -1,46.429,7.008,18.566,0.715,185,6m17
0,0.454,0.983,128,142.401,54.976,87.424,683.176,29.156,3.931,0.484,0.352,28.680, 3.200, 9, 0,46.970,6.779,18.371,0.181,1,7bv2
0,0.709,0.933,86,93.489,37.700,55.788,861.630,36.146,4.136,0.577,0.477,13.750, 3.900, 14, 1,40.678,5.763,15.652,0.318,1,6w63
