,Score,Druggability Score,Number of Alpha Spheres,Total SASA,Polar SASA,Apolar SASA,Volume,Mean local hydrophobic density,Mean alpha sphere radius :,Mean alp. sph. solvent access,Apolar alpha sphere proportion,Hydrophobicity score:,Volume score: ,Polarity score:,Charge score :,Proportion of polar atoms: ,Alpha sphere density,Cent. of mass - Alpha Sphere max dist: ,Flexibility,pocket_number,protein
5,0.320,0.010,19,10.274,0.000,10.274,334.610,17.474,4.117,0.534,1.000,12.625, 4.125, 5, 1,0.000,3.799,9.398,0.799,6,nsp4
6,0.316,0.006,17,9.450,0.000,9.450,298.621,15.294,3.944,0.600,1.000,21.500, 4.000, 5, 0,0.000,3.737,8.665,0.119,7,nsp4
7,0.294,0.007,22,13.934,0.000,13.934,314.967,20.909,3.963,0.680,1.000,74.375, 4.750, 2, 0,0.000,3.495,7.613,0.096,8,nsp4
8,0.279,0.021,32,12.245,0.000,12.245,288.676,30.562,3.844,0.477,1.000,27.250, 5.250, 6, 1,0.000,2.990,8.247,0.644,9,nsp4
9,0.278,0.014,25,11.802,0.000,11.802,262.378,22.960,3.973,0.574,1.000,47.000, 4.556, 1, -1,0.000,3.196,8.863,0.730,10,nsp4
10,0.278,0.009,16,9.953,0.000,9.953,355.966,14.500,4.068,0.668,1.000,48.857, 3.429, 2, 0,0.000,3.394,9.639,0.093,11,nsp4
11,0.247,0.022,37,13.612,0.000,13.612,268.577,35.946,3.910,0.610,1.000,43.200, 5.800, 4, 1,0.000,2.528,7.195,0.301,12,nsp4
12,0.243,0.005,17,7.882,0.000,7.882,244.978,16.000,3.854,0.620,1.000,86.600, 5.000, 1, 0,0.000,2.906,7.589,0.315,13,nsp4
13,0.234,0.005,25,12.204,0.000,12.204,303.634,24.000,3.897,0.579,1.000,17.000, 4.500, 6, 0,0.000,2.712,6.099,0.294,14,nsp4
14,0.227,0.003,15,9.651,0.000,9.651,306.732,14.000,4.164,0.624,1.000,51.143, 4.000, 2, 0,0.000,2.883,7.285,0.263,15,nsp4
15,0.221,0.004,20,11.883,0.000,11.883,250.488,19.000,3.966,0.636,1.000,46.400, 5.200, 3, 1,0.000,2.747,6.406,0.147,16,nsp4
16,0.205,0.002,15,7.681,0.000,7.681,198.725,14.000,3.922,0.749,1.000,-2.200, 2.400, 4, -1,0.000,2.553,6.347,0.795,17,nsp4
17,0.199,0.004,23,8.223,0.000,8.223,256.566,22.000,4.202,0.611,1.000,67.800, 4.400, 1, 0,0.000,2.255,5.792,0.612,18,nsp4
18,0.195,0.003,21,9.128,0.000,9.128,239.680,20.000,4.081,0.603,1.000,-11.429, 3.571, 5, -1,0.000,2.306,5.506,0.708,19,nsp4
19,0.176,0.002,18,9.571,0.000,9.571,236.989,17.000,4.066,0.707,1.000,61.857, 4.714, 3, 1,0.000,2.208,5.093,0.176,20,nsp4
20,0.157,0.002,16,8.304,0.000,8.304,230.322,15.000,3.846,0.646,1.000,99.000, 5.500, 0, 0,0.000,2.031,5.142,0.020,21,nsp4
21,0.150,0.002,16,8.083,0.000,8.083,240.811,15.000,4.178,0.690,1.000,43.600, 6.200, 4, 1,0.000,1.942,4.957,0.505,22,nsp4
22,0.144,0.001,19,8.022,0.000,8.022,156.284,18.000,3.982,0.580,1.000,36.429, 4.143, 2, 2,0.000,1.785,3.428,0.515,23,nsp4
23,0.142,0.001,18,8.244,0.000,8.244,179.248,17.000,3.675,0.442,1.000,19.200, 5.000, 3, 2,0.000,1.805,4.098,0.582,24,nsp4
24,0.136,0.002,17,10.093,0.000,10.093,185.191,16.000,4.100,0.714,1.000,58.833, 5.167, 2, 2,0.000,1.845,4.708,0.969,25,nsp4
25,0.095,0.001,19,6.957,0.000,6.957,173.889,18.000,4.313,0.676,1.000,-13.000, 4.800, 5, -1,0.000,1.192,4.051,0.761,26,nsp4
0,0.828,0.885,42,17.593,0.000,17.593,633.770,34.667,3.969,0.559,1.000,24.000, 5.200, 7, 5,0.000,4.682,12.247,0.535,1,M_protein
1,0.796,0.892,42,17.311,0.000,17.311,434.384,36.619,3.826,0.537,1.000,63.143, 5.143, 2, 0,0.000,4.326,11.363,0.062,2,M_protein
2,0.564,0.171,23,12.265,0.000,12.265,341.287,19.565,3.940,0.583,1.000,21.625, 4.875, 5, 2,0.000,4.209,10.807,0.673,3,M_protein
3,0.489,0.349,36,14.336,0.000,14.336,277.585,35.000,4.254,0.690,1.000,93.400, 5.800, 1, 0,0.000,1.840,4.867,0.323,4,M_protein
4,0.461,0.134,27,12.968,0.000,12.968,334.751,26.000,3.895,0.662,1.000,28.250, 5.500, 2, 2,0.000,2.596,6.476,0.526,5,M_protein
5,0.385,0.045,18,9.571,0.000,9.571,244.818,16.778,3.931,0.601,1.000,39.571, 4.714, 5, 1,0.000,2.845,8.330,0.580,6,M_protein
6,0.351,0.013,15,7.922,0.000,7.922,222.357,14.000,3.989,0.563,1.000,67.429, 5.571, 3, 1,0.000,2.773,6.376,0.629,7,M_protein
7,0.317,0.034,19,9.068,0.000,9.068,218.521,18.000,3.935,0.695,1.000,-29.000, 4.250, 4, 0,0.000,1.958,6.864,0.693,8,M_protein
8,0.314,0.010,16,8.203,0.000,8.203,231.434,15.000,3.975,0.720,1.000,2.500, 3.500, 4, 0,0.000,2.258,5.219,0.357,9,M_protein
9,0.307,0.012,16,8.022,0.000,8.022,206.150,15.000,3.861,0.598,1.000,-27.600, 4.200, 4, 0,0.000,2.175,5.583,0.666,10,M_protein
0,1.369,0.999,118,42.163,0.000,42.163,1217.774,51.000,3.937,0.511,1.000,24.720, 3.960, 12, 1,0.000,8.712,25.393,0.304,1,nsp2
1,0.999,0.941,67,29.275,0.000,29.275,817.267,32.000,3.887,0.598,1.000,14.118, 4.647, 11, 3,0.000,8.536,20.687,0.324,2,nsp2
2,0.735,0.940,63,24.369,0.000,24.369,725.079,43.714,3.963,0.511,1.000,18.800, 3.933, 8, 2,0.000,6.139,15.989,0.605,3,nsp2
3,0.350,0.019,22,10.516,0.000,10.516,358.365,21.000,3.989,0.539,1.000,16.375, 4.000, 4, 0,0.000,3.673,6.910,0.627,4,nsp2
4,0.345,0.095,30,15.321,0.000,15.321,338.302,28.400,4.005,0.636,1.000,43.400, 4.100, 6, 1,0.000,3.433,8.508,0.360,5,nsp2
5,0.325,0.027,24,10.455,0.000,10.455,179.347,23.000,3.651,0.584,1.000,95.167, 5.667, 1, 0,0.000,3.392,7.071,0.764,6,nsp2
6,0.324,0.148,33,12.164,0.000,12.164,390.901,31.818,4.195,0.540,1.000,3.000, 4.375, 6, 0,0.000,2.977,8.529,0.720,7,nsp2
7,0.312,0.027,23,12.908,0.000,12.908,302.063,22.000,3.845,0.555,1.000,13.300, 3.400, 4, -1,0.000,3.366,7.491,0.448,8,nsp2
8,0.308,0.024,20,11.079,0.000,11.079,261.395,18.000,3.831,0.670,1.000,33.167, 4.833, 3, 0,0.000,3.396,8.682,0.585,9,nsp2
9,0.301,0.083,30,13.330,0.000,13.330,332.393,28.733,3.900,0.523,1.000,10.889, 3.889, 5, 1,0.000,2.888,7.976,0.109,10,nsp2
10,0.284,0.021,20,10.797,0.000,10.797,315.330,18.900,3.988,0.673,1.000,45.000, 4.286, 2, 0,0.000,3.112,7.996,0.409,11,nsp2
11,0.267,0.009,16,10.717,0.000,10.717,279.271,15.000,4.088,0.728,1.000,7.250, 4.375, 6, 1,0.000,3.115,7.146,0.571,12,nsp2
12,0.267,0.007,15,9.470,0.000,9.470,212.910,14.000,3.916,0.533,1.000,-6.500, 3.500, 5, 0,0.000,3.121,6.848,0.493,13,nsp2
13,0.261,0.009,19,10.938,0.000,10.938,253.308,18.000,3.731,0.458,1.000,21.667, 3.000, 3, 2,0.000,2.894,6.019,0.372,14,nsp2
14,0.261,0.017,19,9.490,0.000,9.490,262.080,17.684,3.824,0.575,1.000,-25.167, 4.667, 6, 1,0.000,2.850,7.974,0.582,15,nsp2
15,0.255,0.058,32,12.164,0.000,12.164,286.535,31.000,3.902,0.599,1.000,34.778, 5.111, 5, 0,0.000,2.265,6.052,0.622,16,nsp2
16,0.222,0.036,29,9.309,0.000,9.309,200.268,28.000,3.795,0.530,1.000,5.875, 3.750, 6, 2,0.000,1.967,5.922,0.262,17,nsp2
17,0.177,0.003,16,7.339,0.000,7.339,200.378,15.000,3.861,0.656,1.000,0.800, 4.400, 4, -1,0.000,1.999,4.056,0.806,18,nsp2
18,0.173,0.003,15,6.736,0.000,6.736,184.842,14.000,3.903,0.587,1.000,44.600, 5.200, 2, 0,0.000,1.973,4.486,0.521,19,nsp2
19,0.157,0.003,18,8.907,0.000,8.907,183.782,17.000,4.086,0.576,1.000,-12.333, 5.500, 5, 2,0.000,1.741,3.319,0.350,20,nsp2
20,0.143,0.002,16,7.138,0.000,7.138,151.707,15.000,3.722,0.519,1.000,30.333, 4.333, 3, 1,0.000,1.615,3.095,0.587,21,nsp2
21,0.128,0.003,16,9.068,0.000,9.068,161.781,15.000,3.803,0.627,1.000,-8.500, 2.667, 3, -1,0.000,1.537,3.750,0.214,22,nsp2
0,1.042,0.942,71,29.395,0.000,29.395,927.254,45.239,4.073,0.518,1.000,15.312, 4.625, 11, 2,0.000,6.415,13.217,0.653,1,PL-PRO_C_terminal
1,0.751,0.942,52,24.891,0.000,24.891,666.178,40.154,3.986,0.614,1.000,-14.000, 3.308, 11, 0,0.000,5.209,15.489,0.097,2,PL-PRO_C_terminal
2,0.578,0.104,25,13.974,0.000,13.974,426.629,17.280,4.056,0.668,1.000,21.455, 3.636, 4, 0,0.000,5.492,12.326,0.462,3,PL-PRO_C_terminal
3,0.534,0.070,23,12.003,0.000,12.003,311.578,16.000,3.807,0.629,1.000,0.625, 4.250, 7, 2,0.000,5.034,11.751,0.891,4,PL-PRO_C_terminal
4,0.506,0.392,37,16.668,0.000,16.668,440.095,35.135,4.023,0.630,1.000,7.500, 4.100, 8, -2,0.000,3.799,8.989,0.036,5,PL-PRO_C_terminal
5,0.424,0.078,26,13.049,0.000,13.049,436.137,25.000,4.036,0.590,1.000,-2.250, 4.250, 6, -1,0.000,3.650,8.044,0.536,6,PL-PRO_C_terminal
6,0.399,0.059,24,11.360,0.000,11.360,313.012,22.250,3.915,0.699,1.000,-17.800, 3.600, 5, 0,0.000,3.537,8.423,0.447,7,PL-PRO_C_terminal
7,0.384,0.019,17,10.576,0.000,10.576,319.874,15.529,3.962,0.663,1.000,-2.667, 3.778, 7, -1,0.000,3.807,8.285,0.629,8,PL-PRO_C_terminal
8,0.380,0.056,23,11.943,0.000,11.943,244.536,21.043,3.804,0.662,1.000,3.500, 4.250, 7, -1,0.000,3.401,8.816,0.548,9,PL-PRO_C_terminal
9,0.357,0.019,20,13.451,0.000,13.451,361.011,19.000,4.232,0.726,1.000,3.625, 3.750, 6, -1,0.000,3.406,6.650,0.131,10,PL-PRO_C_terminal
10,0.336,0.011,16,10.415,0.000,10.415,370.101,15.000,4.064,0.707,1.000,-10.714, 3.571, 5, -2,0.000,3.345,7.115,0.590,11,PL-PRO_C_terminal
11,0.321,0.018,19,10.495,0.000,10.495,335.064,18.000,4.042,0.706,1.000,-12.714, 4.000, 6, 0,0.000,2.990,6.946,0.185,12,PL-PRO_C_terminal
12,0.284,0.012,19,9.369,0.000,9.369,189.652,18.000,3.715,0.618,1.000,7.857, 4.857, 4, 1,0.000,2.572,5.903,0.687,13,PL-PRO_C_terminal
13,0.223,0.007,19,8.867,0.000,8.867,238.915,18.000,4.109,0.565,1.000,2.111, 3.556, 6, 1,0.000,1.881,4.398,0.187,14,PL-PRO_C_terminal
14,0.204,0.007,16,8.686,0.000,8.686,254.533,15.000,4.203,0.438,1.000,5.000, 5.167, 4, 3,0.000,1.883,5.778,0.974,15,PL-PRO_C_terminal
15,0.203,0.005,19,8.766,0.000,8.766,187.616,18.000,3.920,0.572,1.000,27.800, 4.800, 2, 2,0.000,1.665,3.597,0.761,16,PL-PRO_C_terminal
16,0.124,0.002,17,7.178,0.000,7.178,85.609,16.000,3.659,0.614,1.000,-14.250, 5.000, 4, 3,0.000,0.875,2.161,0.155,17,PL-PRO_C_terminal
